State,Measure,Sector,Year,Pivot Field Names,Value
Indiana,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",43.9
Indiana,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",8.3
Indiana,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",41.8
Indiana,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",194.5
Indiana,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",4.6
Indiana,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",99.8
Indiana,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",42.3
Indiana,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",7
Indiana,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",40.8
Indiana,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",200
Indiana,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",5.4
Indiana,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",99.5
Indiana,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",43.9
Indiana,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",8.7
Indiana,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",42.5
Indiana,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",205.5
Indiana,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",5.9
Indiana,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",104.4
Indiana,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",42.5
Indiana,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",9.4
Indiana,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",43.3
Indiana,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",186.2
Indiana,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",5.4
Indiana,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",88.2
Indiana,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",41.2
Indiana,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",8
Indiana,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",43.4
Indiana,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",182.1
Indiana,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",5.3
Indiana,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",84.5
Indiana,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",41.4
Indiana,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",7.6
Indiana,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",43.3
Indiana,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",177
Indiana,Carbon Dioxide emissions (million metric tons),Commercial,2017,"Commercial, (million metric tons)",5.2
Indiana,Carbon Dioxide emissions (million metric tons),Electric power,2017,"Electric power, (million metric tons)",80.9
Indiana,Carbon Dioxide emissions (million metric tons),Industrial,2017,"Industrial, (million metric tons)",41.3
Indiana,Carbon Dioxide emissions (million metric tons),Residential,2017,"Residential, (million metric tons)",7.6
Indiana,Carbon Dioxide emissions (million metric tons),Transportation,2017,"Transportation, (million metric tons)",42
Iowa,Carbon Dioxide emissions (million metric tons),Total,1980,"Total, (million metric tons)",59
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,1980,"Commercial, (million metric tons)",3.4
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,1980,"Electric power, (million metric tons)",19.2
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,1980,"Industrial, (million metric tons)",13.1
Iowa,Carbon Dioxide emissions (million metric tons),Residential,1980,"Residential, (million metric tons)",6.6
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,1980,"Transportation, (million metric tons)",16.7
Iowa,Carbon Dioxide emissions (million metric tons),Total,1985,"Total, (million metric tons)",57.3
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,1985,"Commercial, (million metric tons)",3.7
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,1985,"Electric power, (million metric tons)",21.5
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,1985,"Industrial, (million metric tons)",11.1
Iowa,Carbon Dioxide emissions (million metric tons),Residential,1985,"Residential, (million metric tons)",5.8
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,1985,"Transportation, (million metric tons)",15.2
Iowa,Carbon Dioxide emissions (million metric tons),Total,1990,"Total, (million metric tons)",62.9
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,1990,"Commercial, (million metric tons)",3.2
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,1990,"Electric power, (million metric tons)",26.5
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,1990,"Industrial, (million metric tons)",12
Iowa,Carbon Dioxide emissions (million metric tons),Residential,1990,"Residential, (million metric tons)",5
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,1990,"Transportation, (million metric tons)",16.2
Iowa,Carbon Dioxide emissions (million metric tons),Total,1995,"Total, (million metric tons)",72.3
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,1995,"Commercial, (million metric tons)",3.2
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,1995,"Electric power, (million metric tons)",30
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,1995,"Industrial, (million metric tons)",15.7
Iowa,Carbon Dioxide emissions (million metric tons),Residential,1995,"Residential, (million metric tons)",5.8
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,1995,"Transportation, (million metric tons)",17.6
Iowa,Carbon Dioxide emissions (million metric tons),Total,2000,"Total, (million metric tons)",79.4
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,2000,"Commercial, (million metric tons)",3.5
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,2000,"Electric power, (million metric tons)",36.4
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,2000,"Industrial, (million metric tons)",15.3
Iowa,Carbon Dioxide emissions (million metric tons),Residential,2000,"Residential, (million metric tons)",5.6
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,2000,"Transportation, (million metric tons)",18.6
Iowa,Carbon Dioxide emissions (million metric tons),Total,2005,"Total, (million metric tons)",80.6
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,2005,"Commercial, (million metric tons)",3.5
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,2005,"Electric power, (million metric tons)",36.1
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,2005,"Industrial, (million metric tons)",15.2
Iowa,Carbon Dioxide emissions (million metric tons),Residential,2005,"Residential, (million metric tons)",4.8
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,2005,"Transportation, (million metric tons)",21
Iowa,Carbon Dioxide emissions (million metric tons),Total,2010,"Total, (million metric tons)",90.6
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,2010,"Commercial, (million metric tons)",4.5
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,2010,"Electric power, (million metric tons)",41.1
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,2010,"Industrial, (million metric tons)",19.6
Iowa,Carbon Dioxide emissions (million metric tons),Residential,2010,"Residential, (million metric tons)",4.8
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,2010,"Transportation, (million metric tons)",20.6
Iowa,Carbon Dioxide emissions (million metric tons),Total,2011,"Total, (million metric tons)",87.6
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,2011,"Commercial, (million metric tons)",4.5
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,2011,"Electric power, (million metric tons)",37.7
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,2011,"Industrial, (million metric tons)",19.8
Iowa,Carbon Dioxide emissions (million metric tons),Residential,2011,"Residential, (million metric tons)",4.8
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,2011,"Transportation, (million metric tons)",20.8
Iowa,Carbon Dioxide emissions (million metric tons),Total,2012,"Total, (million metric tons)",81.5
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,2012,"Commercial, (million metric tons)",4.1
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,2012,"Electric power, (million metric tons)",34.8
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,2012,"Industrial, (million metric tons)",18.8
Iowa,Carbon Dioxide emissions (million metric tons),Residential,2012,"Residential, (million metric tons)",3.9
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,2012,"Transportation, (million metric tons)",19.9
Iowa,Carbon Dioxide emissions (million metric tons),Total,2013,"Total, (million metric tons)",82.9
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,2013,"Commercial, (million metric tons)",4.8
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,2013,"Electric power, (million metric tons)",32.6
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,2013,"Industrial, (million metric tons)",20.1
Iowa,Carbon Dioxide emissions (million metric tons),Residential,2013,"Residential, (million metric tons)",5.1
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,2013,"Transportation, (million metric tons)",20.3
Iowa,Carbon Dioxide emissions (million metric tons),Total,2014,"Total, (million metric tons)",83.9
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,2014,"Commercial, (million metric tons)",4.9
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,2014,"Electric power, (million metric tons)",32.9
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,2014,"Industrial, (million metric tons)",19.8
Iowa,Carbon Dioxide emissions (million metric tons),Residential,2014,"Residential, (million metric tons)",5.4
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,2014,"Transportation, (million metric tons)",20.9
Iowa,Carbon Dioxide emissions (million metric tons),Total,2015,"Total, (million metric tons)",77.9
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,2015,"Commercial, (million metric tons)",4.6
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,2015,"Electric power, (million metric tons)",28.8
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,2015,"Industrial, (million metric tons)",19.8
Iowa,Carbon Dioxide emissions (million metric tons),Residential,2015,"Residential, (million metric tons)",4.5
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,2015,"Transportation, (million metric tons)",20.2
Iowa,Carbon Dioxide emissions (million metric tons),Total,2016,"Total, (million metric tons)",74.5
Iowa,Carbon Dioxide emissions (million metric tons),Commercial,2016,"Commercial, (million metric tons)",3.7
Iowa,Carbon Dioxide emissions (million metric tons),Electric power,2016,"Electric power, (million metric tons)",25.1
Iowa,Carbon Dioxide emissions (million metric tons),Industrial,2016,"Industrial, (million metric tons)",20
Iowa,Carbon Dioxide emissions (million metric tons),Residential,2016,"Residential, (million metric tons)",4.4
Iowa,Carbon Dioxide emissions (million metric tons),Transportation,2016,"Transportation, (million metric tons)",21.3
Iowa,Carbon Dioxide emissions (million metric tons),Total,2017,"Total, (million metric tons)",76.9
